,Inscricao,Safra,Nacional,Regional,Estadual,Municipal,Id_Produtor,Id_Consultor,Id_Propriedade,Tamanho_Propriedade,Total_Area_Cultivada_Soja_Propriedade,Area_Agricultavel_Propriedade,Area_Cultivada_Soja_Propriedade,Latitude,Longitude,Altitude,Produtividade_Media_Retrasada_kg_ha,Produtividade_Media_Passada_kg_ha,Produtividade_Media_Atual_kg_ha,Populacao_Plantas_Calculada_ha,Media_Vagens_Planta,Graos_por_Vagem_01,Graos_por_Vagem_02,Graos_por_Vagem_03,Graos_por_Vagem_04,Stand_Plantas_Medicao_01,Stand_Plantas_Medicao_02,Stand_Plantas_Medicao_03,Media_Stand_Plantas,Altura_Plantas_Medicao_01,Altura_Plantas_Medicao_02,Altura_Plantas_Medicao_03,Media_Altura_Plantas,Insercao_Primeira_Vagem_Medicao_01,Insercao_Primeira_Vagem_Medicao_02,Insercao_Primeira_Vagem_Medicao_03,Media_Insercao_Primeira_Vagem,peso_fator_01,peso_fator_02,peso_fator_03,Distancia_Lavoura_Armazem_km,Peso_Bruto_kg,Tara_Caminhao_kg,Umidade_kg,Impureza_kg,Quebrados_kg,Esverdeados_kg,Avariados_Total_kg,Peso_Mil_Graos_Afericao_01_kg,Peso_Mil_Graos_Afericao_02_kg,Peso_Mil_Graos_Afericao_03_kg,Peso_Mil_Graos_Afericao_Media_kg,Medicao_Area_Auditada_01_ha,Medicao_Area_Auditada_02_ha,Medicao_Area_Auditada_03_ha,Media_Medicao_Area_Auditada_ha,Materia_Seca_kg_ha,Perda_Colheita_sc_ha,Area_Media_Auditada,PLSD,PLCDI,PLCDIU,Produtividade_Final_kg_ha,Produtividade_Final_sc_ha,Custo_Mao_de_Obra,Custo_Mecanizacao,Custo_Adubacao_Corretivos,Custo_Defensivos,Custo_Beneficiamentos,Custo_Semente,Custo_Total_ha,Custo_Total_sc,Produtividade_Final_sc_ha.1
Total_Area_Cultivada_Soja_Propriedade,0.0050096081316252745,0.006922653676044267,0.030665578714768993,-0.015863655400174696,-0.02044274861403289,,-0.07298922246166127,-0.039857435728680876,-0.012711583115003876,0.5574128651576512,1.0,0.7464879181139815,1.0,-0.006763170475572952,-0.005082370582142502,-0.011837763463264294,-0.019511109588056748,-0.019086608061701645,-0.034843975181097615,0.01356528651386388,0.008121566475235882,0.006723110754927691,0.0067238268280890405,0.006722628727019028,0.06630055582209955,0.03484590575718972,0.04420110914782909,0.007414500233866836,0.02433766428604876,-0.0023783299738027544,-0.0048018801502356595,0.030446482580901893,0.015922727228925106,0.04357164080404966,0.05043882302170557,0.045128679730910115,0.05009627929063433,-0.006196562653421453,-0.011434035956550022,-0.0063811103110175404,-0.07650895658245578,0.05044602471693045,0.09320006855035927,0.027892887263774292,0.010021931067692611,-0.01852566882717257,-0.0023721444178010824,-0.01214818073737753,-0.005254009969519828,-0.004059984555538597,-0.006443266493097456,-0.0053081176052958,-0.0009364627691952779,-0.0013588076790153627,-0.0016594638916180289,-0.0013156701178077825,-0.017042257453336408,-0.011640104326851182,0.022865362385214295,-0.005073388451162551,-0.005077778398146191,-0.005119178637529712,0.06281250963177039,0.06479361493143514,-0.004102876598297808,-0.003842595945643347,-0.007787356446095913,-0.008759708797235798,-0.012400088333479444,0.005922565633591396,-0.005234026632550471,-0.0070418773818499624,0.06513046059682885
Area_Agricultavel_Propriedade,0.012810403463788825,0.009164071899157508,0.004720389328277846,-0.03012380826475369,-0.02764822587745413,,-0.056786671939281774,-0.023345089654887533,0.005341622632830822,0.7481809820922526,0.7464879181139815,1.0,0.7464879181139815,0.003175272234249785,0.010100276724626331,-0.009046255576529941,-0.023642116222627466,-0.022652270968953305,-0.03684455392725592,0.018649236018204465,0.007305386737889314,0.0037484537348430264,0.0037490865954598373,0.003747891700212665,0.07298758588274418,0.03722524147833034,0.04328179757534623,0.010249719846347788,0.026891878950995946,-0.002764318961010645,0.008861010653261578,0.02493085733678701,0.013531506200495915,0.06319543107457268,0.07036123222656186,0.0629530546832875,0.07079437533190434,0.0050723338809926174,-0.002691018721466525,0.002029936701697031,-0.0826110729305161,0.03833822769557078,0.07390200728610927,0.013242711006467095,0.009535196594227231,-0.020106318099999066,-0.004622681136142103,-0.01713618744201757,0.011782376217735683,0.011293652102108335,0.010352281915357251,0.012044494983996753,-0.002584818945598214,-0.0028982304057961904,-0.0032031886605068632,-0.0028936066812475306,-0.007953435835895879,-0.015301803382634087,0.017066557764171784,0.010445112996794698,0.010440732675343905,0.01041336125786945,0.08810258773229394,0.08993871474151094,-0.003752548700058005,-0.0066250436760626865,-0.01534344921734839,-0.013555946779527239,-0.015598110728297792,0.0042267721449385535,-0.010644296306620112,-0.012590571074127555,0.0905450908716455
Area_Cultivada_Soja_Propriedade,0.0050096081316252745,0.006922653676044267,0.030665578714768993,-0.015863655400174696,-0.02044274861403289,,-0.07298922246166127,-0.039857435728680876,-0.012711583115003876,0.5574128651576512,1.0,0.7464879181139815,1.0,-0.006763170475572952,-0.005082370582142502,-0.011837763463264294,-0.019511109588056748,-0.019086608061701645,-0.034843975181097615,0.01356528651386388,0.008121566475235882,0.006723110754927691,0.0067238268280890405,0.006722628727019028,0.06630055582209955,0.03484590575718972,0.04420110914782909,0.007414500233866836,0.02433766428604876,-0.0023783299738027544,-0.0048018801502356595,0.030446482580901893,0.015922727228925106,0.04357164080404966,0.05043882302170557,0.045128679730910115,0.05009627929063433,-0.006196562653421453,-0.011434035956550022,-0.0063811103110175404,-0.07650895658245578,0.05044602471693045,0.09320006855035927,0.027892887263774292,0.010021931067692611,-0.01852566882717257,-0.0023721444178010824,-0.01214818073737753,-0.005254009969519828,-0.004059984555538597,-0.006443266493097456,-0.0053081176052958,-0.0009364627691952779,-0.0013588076790153627,-0.0016594638916180289,-0.0013156701178077825,-0.017042257453336408,-0.011640104326851182,0.022865362385214295,-0.005073388451162551,-0.005077778398146191,-0.005119178637529712,0.06281250963177039,0.06479361493143514,-0.004102876598297808,-0.003842595945643347,-0.007787356446095913,-0.008759708797235798,-0.012400088333479444,0.005922565633591396,-0.005234026632550471,-0.0070418773818499624,0.06513046059682885
Latitude,-0.11285664395900986,-0.1445794888864227,-0.13489217317233812,-0.1481234047641849,-0.13037830922256224,,0.02785855316316974,0.0314720328645316,0.013927060563677214,-0.0025160744835180087,-0.006763170475572952,0.003175272234249785,-0.006763170475572952,1.0,0.8548681727326352,0.012663013191460893,0.09384838871812923,0.10118193285329646,0.08333816204189337,0.014055818353181053,0.003304597864171076,0.0012556891876465666,0.0012524981761192395,0.0012483311151573482,-0.16830082700427243,-0.004433709383934583,-0.0013178231266841856,-0.0006159677244877749,-0.0018721703214862595,0.0024781413144677436,-0.0020565657800148645,0.0016805101995231555,0.0026903898909869557,0.0024034322921609786,0.003984213720569029,0.00920322451801588,0.005446185472201832,-0.08589308681987236,-0.08598393196422018,-0.08651318819690204,-0.00030678698746787757,-0.13293526639827327,-0.1201348536292976,-0.12748668907969782,-0.08009672638541297,0.0025181380360718986,0.00275261025025378,-0.0009042080041315863,-0.06271818819041255,-0.06382351563089673,-0.06522440848678208,-0.06569351733447551,0.006704560016600921,0.0066583579967697485,0.007289893704502296,0.006882560749941324,0.060033899776595186,-0.060954825555750596,0.0012565178216382513,-0.06821914266729034,-0.06822014691946887,-0.06822203568362441,-0.07415237545547526,-0.0746435409356861,0.010764824306745148,0.0007179995231800389,-0.02590921363159536,-0.005241550399260058,0.003902151034413199,-0.005424302409271921,-0.00482946670665346,-0.0006432431171547089,-0.07505002535291641
Longitude,-0.1272484428581751,-0.16513239417446424,-0.17615528264367836,-0.16478022675181248,-0.15456593393597642,,0.03126685633818174,0.035314816651517804,0.016749275615302053,-0.0036396377851266207,-0.005082370582142502,0.010100276724626331,-0.005082370582142502,0.8548681727326352,1.0,0.01831995218961059,0.10711695058195934,0.11561829475376957,0.09531678634941168,0.016054918904256543,0.0037742703957490114,0.0014341399457052217,0.0014299861051997997,0.0014257475598245678,-0.18844824102337449,-0.0139317190676767,-0.006413301321162311,-0.0017234932412212751,-0.006001846070730899,0.0030345801675638944,0.010566388912396868,0.002898920467038272,0.004838555547231208,0.008774006684998776,0.012559771188519725,0.015082302029586872,0.012894580501534393,-0.09565551414529753,-0.09698016718972298,-0.09770399173727062,-0.0174874039420905,-0.15861391802565578,-0.1423037640374613,-0.16029984041549492,-0.0878160929414207,0.0039842093043119696,0.002892993346489299,-0.00986702051220586,-0.07006117644649465,-0.07022926872748496,-0.07218847537284627,-0.07280486761592198,0.004681820860615306,0.004315547314692633,0.005103785534678313,0.004698080646201014,0.06804242067516487,-0.06368855622124116,0.0014351049206878274,-0.08519556042004646,-0.0851973182204005,-0.08519398830228046,-0.08000083989371241,-0.08049965182980476,0.012574189509039338,0.0036714256336304028,-0.020233833121059634,-0.0031238669451264705,0.005632556766626543,-0.003475347933690371,-0.00046021069808325387,0.003103581243936163,-0.08094679583482767
Altitude,-0.0012647037177725712,-0.003076564192688626,-0.02321662105583536,-0.006303876305983739,0.00169440661580976,,-0.019977060470702062,-0.018313031628581927,-0.006167655061093701,-0.011340337172317031,-0.011837763463264294,-0.009046255576529941,-0.011837763463264294,0.012663013191460893,0.01831995218961059,1.0,0.012852192117538607,0.006372995053729621,0.016487646599843028,-0.0016999530187297857,-0.003098110678281942,-0.006484334348216346,-0.006485214847104637,-0.006485306339327353,-0.02229959694069216,0.029925787633256783,0.026976754833801467,0.00870387135310108,0.019648218187837296,-0.002502421336535467,-0.022116803581938328,-0.008094448681862373,-0.008512911913732726,-0.019098629594232055,-0.012810756714415672,-0.01748998730207073,-0.017718720115184453,0.0025129167275268994,0.002852840983788251,-0.0008751066690143399,0.005107164885000826,-0.0074252647102815116,-0.011970040513584669,-0.0024042851371461195,-0.00781872541208605,-0.0005897630438700118,-0.0006251422353057013,-0.011336560990444033,0.02169644289621534,0.020401825170721002,0.02118155187046019,0.021604903242680818,-0.009249036208118113,-0.008485976279297092,-0.00902818184868745,-0.008922584143837778,0.01724218903940731,0.0006592809536223593,-0.0036404982434285345,-0.002618591925875787,-0.002618104411399791,-0.002612498767494737,0.04563338757538011,0.046504508819331616,0.0011661565833664652,0.000578462514802078,0.0023384206735670423,0.0010787292850194393,0.0024563414492436084,0.0006585915850498818,0.0024135207425906966,0.000696681589229868,0.047056546054772386
Produtividade_Media_Retrasada_kg_ha,-0.2297709849780648,-0.2471559793731413,-0.17988487664767075,-0.19312295045896294,-0.20050037275466495,,-0.05387292394907635,-0.03505938801557622,-0.08548671980397576,-0.03853676629598282,-0.019511109588056748,-0.023642116222627466,-0.019511109588056748,0.09384838871812923,0.10711695058195934,0.012852192117538607,1.0,0.7934906974056436,0.5962725005768013,0.035351152646541345,0.02532611696893017,0.006057520782300999,0.0060532487306551785,0.006047196707450774,-0.17195573917812684,0.018992294624776692,0.025441662430387205,-0.010925237829733958,0.0013541239429105132,0.008892039422751213,-0.013534105491636111,0.005745812784701804,0.009046074305830655,0.0038091574511243975,0.01156202678238113,0.011231938715144807,0.008783378942416884,-0.13414390825544595,-0.12972886990044294,-0.1262196401176331,-0.036695179425997135,-0.18295961930234883,-0.17034505383064136,-0.19047455420999684,-0.13604041377449083,0.016880609850583622,0.013427608321831711,-0.002185415649431825,-0.10997297539812027,-0.11476843362633243,-0.11058404569908988,-0.11413209017956293,-0.007962143361996639,-0.00792388934018856,-0.007964730529372136,-0.007952537880173749,0.0655354241865541,-0.07886048784348376,0.00781680984865147,-0.17825899100486586,-0.17825516244644882,-0.1782355977043787,-0.017640818087468146,-0.016809096260532168,0.0038282051865255727,0.05071717578092126,0.040707374071794325,0.05778700285247582,0.004747718216734251,0.03183184252822701,0.056325569163237096,0.04838234379296892,-0.017841991693112593
Produtividade_Media_Passada_kg_ha,-0.2707813062771236,-0.28419024438368706,-0.19915522941459685,-0.21712925723405532,-0.21879651278947734,,-0.03388684874661943,-0.017177781271465926,-0.08014932650039053,-0.02071621567674724,-0.019086608061701645,-0.022652270968953305,-0.019086608061701645,0.10118193285329646,0.11561829475376957,0.006372995053729621,0.7934906974056436,1.0,0.646422515380125,0.03744160033195465,0.02735766187887861,0.010620849033987006,0.010616180434161617,0.010608994101140303,-0.1921641444711634,0.026416506831268362,0.02253627374457849,-0.010807831292826144,0.00231022527928485,0.011338733143677664,0.0015880312334879102,0.012150532965385912,0.015962708643293935,0.008298418776434299,0.01457904316641665,0.016471093654859218,0.013319249509641015,-0.17706438477972242,-0.17251676387404585,-0.16676093719961643,-0.029057756799660467,-0.19884704494616362,-0.1823250661767074,-0.21003237238925218,-0.1444569270386168,0.019813631741126995,0.01490206715259004,-0.005655643133882669,-0.11580857733504357,-0.12123538411424391,-0.11534473713891928,-0.12016126509649652,0.01023178930024904,0.01037305115666363,0.009602911428080202,0.010076415016517067,0.0447259456538134,-0.08674415482561541,0.009212693266424904,-0.21395152595028835,-0.21394775128141505,-0.21392324820438186,-0.01973312184710544,-0.017138843912177983,0.0200725374867595,0.05179881363026647,0.034988715755719664,0.05194613655252819,-0.0035206275840781085,0.03000453112507628,0.0594408364199051,0.05287248540969678,-0.01817168230101538
Produtividade_Media_Atual_kg_ha,-0.29274361445268937,-0.309122537953603,-0.23220147812556377,-0.21938664157335178,-0.20907616848446897,,-0.1377629532751554,-0.11391813189143418,-0.19215701847753316,-0.04420957099771023,-0.034843975181097615,-0.03684455392725592,-0.034843975181097615,0.08333816204189337,0.09531678634941168,0.016487646599843028,0.5962725005768013,0.646422515380125,1.0,-0.0028883214807667876,0.018624225527142838,0.008954352500357405,0.00895133114909196,0.00894682240054151,-0.1251052726503554,0.037438702732689434,0.03667465087573008,-0.0037864620237387995,0.013449133739936869,0.007654442635067651,-0.020488342906124925,-0.016370506973970893,-0.005508938365688989,-0.009114719063586215,-0.008072270299633769,-0.00021312249619580398,-0.007079355387502327,-0.20772062297634453,-0.2021159477482963,-0.19931491811268773,-0.010461655077875685,-0.15749657613457937,-0.146436210128893,-0.16050740944353828,-0.12851574065734273,0.032980182518867945,0.014312520654843897,0.00640029604046482,-0.13350451828209198,-0.13694499375713035,-0.1389265849189326,-0.13936136876370236,0.01639604980594939,0.01694351561700523,0.016290747498050925,0.016550714325461246,0.08060032292154762,-0.09997379305716936,0.010013380372986267,-0.2367116111230562,-0.23670724302288343,-0.23668199630244902,-0.055922316907855624,-0.05275092075477069,0.00882257648127109,0.03955879529494651,0.01704552111078935,0.038371721241760075,-0.006720539181951192,0.028503234868512164,0.041713636107225685,0.037491675825055845,-0.053936011323544454
Populacao_Plantas_Calculada_ha,-0.10807295298364696,-0.11052966173766976,-0.04782903315837331,-0.041841917595694084,-0.038867471211423,,-0.0933783348035302,-0.08841481071060694,-0.09953399336464303,0.04691023122416396,0.01356528651386388,0.018649236018204465,0.01356528651386388,0.014055818353181053,0.016054918904256543,-0.0016999530187297857,0.035351152646541345,0.03744160033195465,-0.0028883214807667876,1.0,-0.00523121163271453,-0.0019945955090904326,-0.0019930915530695158,-0.0019933150706086347,0.012370097806727626,0.04524161968706932,0.03329189410722726,0.008487878894218624,0.0244757242547949,-0.004939844763547184,-0.021147889502370197,-0.004186775535858956,-0.007899309389925965,0.0150446908143368,0.01512421997290647,0.007082335273128762,0.013610253433661818,-0.026489989394008748,-0.03280975770263956,-0.025202757460182062,-0.00021614019334606716,-0.09463795645858028,-0.0872947688140315,-0.09848364243323199,-0.07485505172740158,0.0025849760161579744,0.0012275588108745141,0.006717017720501741,-0.10081196237854284,-0.10066664276830642,-0.10387365709660766,-0.10365087644888002,0.014795582413318303,0.014768605084602593,0.015485139136038866,0.015016616160918787,-0.00726009540041315,-0.020013217059345476,-0.0019633965316804883,-0.018779527255913895,-0.018778154837861806,-0.01876601138318795,-0.0633957180201312,-0.06389507134832023,-0.007805671434074568,-0.00832714716249746,-0.003230353414690941,-0.001858049279410211,-0.0045739641060754425,-0.003831104099537748,-0.01438666057745481,-0.013463727276739204,-0.0639071183722008
Media_Vagens_Planta,-0.06819638195128833,-0.050925714144390025,-0.011621081481775344,-0.00992642363632794,-0.009187445102296944,,-0.010021755414440954,-0.0068802471216363745,-0.019998172938923635,0.04937210308429612,0.008121566475235882,0.007305386737889314,0.008121566475235882,0.003304597864171076,0.0037742703957490114,-0.003098110678281942,0.02532611696893017,0.02735766187887861,0.018624225527142838,-0.00523121163271453,1.0,0.29600016280080726,0.29600018569332665,0.2960001487409313,-0.006567098986876662,-4.0969629969248955e-06,-0.0047083970478242485,-0.0013175113554825687,-0.0021149627689265034,-0.001633877133454316,-0.012613899845935857,-0.0017174389022835753,-0.0032696354216028268,0.0044935437934665815,-0.004371399603775582,0.020810989650551254,0.007602745498984954,-0.03967789279372069,-0.039526452704823474,-0.039002930861740295,-0.007813280597550805,-0.022475134946935423,-0.020752435290093744,-0.023341132537491295,-0.017755018342111014,-0.003400473048450455,0.0005470606637824949,-0.0028478387277911577,-0.054645651289785276,-0.05391928904102658,-0.05461339387743375,-0.055288382076094746,-0.005842203621711167,-0.0059737214230108785,-0.006088135410082703,-0.005968813077268674,-0.022540654309814914,-0.004737041459657399,-0.0004679664088607872,-0.04083937482223496,-0.04083860067780207,-0.04083090291138978,-0.02964672152387253,-0.030219942320018598,-0.0054846337347706315,-0.003423759178505248,-0.004220281776333097,-0.0028013793217355055,-0.0027208290168192653,-0.0016802738048166132,-0.006042960183051783,-0.005814435406196551,-0.03027746306201141
Graos_por_Vagem_01,-0.025868036402542597,-0.019657065371238076,-0.004417023884943592,-0.003772752719339342,-0.0034918674383534855,,-0.004335263998675158,-0.004147811758387253,-0.00783079943313565,0.0006200930495392866,0.006723110754927691,0.0037484537348430264,0.006723110754927691,0.0012556891876465666,0.0014341399457052217,-0.006484334348216346,0.006057520782300999,0.010620849033987006,0.008954352500357405,-0.0019945955090904326,0.29600016280080726,1.0,0.9999999996993045,0.9999999988848653,-0.004989990909076963,-0.002607182667816477,-0.0034800697771375532,-0.0018023923310303853,-0.002762737402997318,0.0007805926356585093,0.00683591883263879,0.0005868799721578226,0.0015164450932676791,0.005633257927432944,-0.004774401480410973,-0.000712792561665321,1.5101622253395257e-05,-0.01541308314100344,-0.015358499913486109,-0.01515998405702255,-0.006606073076353983,-0.00854415259399842,-0.007889274044532789,-0.008873272781535744,-0.006750230671909569,-0.001635665635247924,-0.0004381294949592812,-0.0017166379322956764,-0.021112760171350716,-0.020828333530631078,-0.021101086592725776,-0.021361183924166107,-0.0028302190230341715,-0.002928830583090645,-0.003111121600665829,-0.002956121624649674,-0.008579837694830792,-0.0018032056562946636,-0.00017794541505646727,-0.015745321202207094,-0.015745020634579214,-0.015741975382636504,-0.00920054646888277,-0.009388978255006026,-0.002205641374394854,-0.001486756488498788,-0.002101539073870867,-0.0011897928568208303,-0.001034613170502519,-0.0009257549473812282,-0.0026542670943357004,-0.0025526735091509324,-0.00940329411120317
Graos_por_Vagem_02,-0.02586432258790289,-0.01965093343356735,-0.004408893631894634,-0.0037659971291901266,-0.0034851917568031396,,-0.004337866342989253,-0.004150530082365114,-0.007832792185305255,0.0006207937318191238,0.0067238268280890405,0.0037490865954598373,0.0067238268280890405,0.0012524981761192395,0.0014299861051997997,-0.006485214847104637,0.0060532487306551785,0.010616180434161617,0.00895133114909196,-0.0019930915530695158,0.29600018569332665,0.9999999996993045,1.0,0.9999999994524799,-0.004977746834304467,-0.002607337050238882,-0.003480423838484172,-0.001802430595181782,-0.002762913111866411,0.0007805336155263197,0.006835893009130532,0.000586855903224346,0.0015163794873691426,0.005632020620996748,-0.004775428576149463,-0.0007140836636803668,1.3763232241142506e-05,-0.015410121118343919,-0.015355504504315236,-0.015156898016830301,-0.006606036436817538,-0.008536347975555489,-0.007882119124890865,-0.00886511440725983,-0.0067457126297540354,-0.0016359012939608268,-0.00043828212545357685,-0.0017164751948217127,-0.02111040655584093,-0.020826020471303372,-0.021098726067529362,-0.02135876129230936,-0.002830491845586922,-0.0029291165042198814,-0.0031113986394405943,-0.002956400321721768,-0.008582555697206803,-0.0018005175687681953,-0.00017809176948357602,-0.015742778846676637,-0.01574247816516831,-0.015739432889640106,-0.009197385258481459,-0.009385776138246826,-0.0022065415403529137,-0.0014869059813579475,-0.0021016737207959274,-0.0011892613149243664,-0.0010349925793333352,-0.0009258142941265126,-0.0026546778553950424,-0.002553194615265178,-0.00940012778589196
Graos_por_Vagem_03,-0.025856236186544933,-0.019640506320251612,-0.004402157935781636,-0.0037575789522952584,-0.0034768813565199154,,-0.004341808488957346,-0.004154799281173062,-0.00783500519626704,0.00061977061736049,0.006722628727019028,0.003747891700212665,0.006722628727019028,0.0012483311151573482,0.0014257475598245678,-0.006485306339327353,0.006047196707450774,0.010608994101140303,0.00894682240054151,-0.0019933150706086347,0.2960001487409313,0.9999999988848653,0.9999999994524799,1.0,-0.0049603761518794524,-0.0026064799258159713,-0.003479970661856347,-0.0018024110743736557,-0.0027625930853960963,0.0007807259993736219,0.006837417090412891,0.000587091413971403,0.0015167890259841373,0.005628676450150477,-0.004778739210546716,-0.0007173411561613948,1.0236156645623905e-05,-0.015403793476804834,-0.015349329404425842,-0.015150566953794391,-0.006606896496527987,-0.008525250109655453,-0.007872607920396912,-0.008853647761019972,-0.006738094970207643,-0.0016365799407760413,-0.00043847434810395517,-0.0017169357080901344,-0.02110432881340554,-0.020819886812583822,-0.021092511286670813,-0.021352438112685473,-0.002831397297023267,-0.002930006155614593,-0.0031122786865349725,-0.002957292411038026,-0.008584837879255059,-0.0017962968053461554,-0.00017826277132958985,-0.01573754138933169,-0.015737240645022108,-0.015734195248815096,-0.009189086160522664,-0.009377356707522962,-0.0022079245214074233,-0.0014865063601145192,-0.0021009575556064247,-0.0011877615545698166,-0.0010352980098114538,-0.0009253146181343766,-0.002654189707522838,-0.002553139100482025,-0.009391575435666927
Graos_por_Vagem_04,0.22068667952013235,0.2969821829810255,0.24853294082771824,0.1859153018629518,0.18917822636033213,,-0.09540664166567454,-0.09837600459952167,-0.04281239463282994,0.06942332220370798,0.06630055582209955,0.07298758588274418,0.06630055582209955,-0.16830082700427243,-0.18844824102337449,-0.02229959694069216,-0.17195573917812684,-0.1921641444711634,-0.1251052726503554,0.012370097806727626,-0.006567098986876662,-0.004989990909076963,-0.004977746834304467,-0.0049603761518794524,1.0,0.021208874009137926,0.008617968687737886,-0.0010483656562394928,0.006382645604216103,0.0013790483920223025,0.04509023297351032,0.0073458149718123806,0.009350079980162768,-0.07464403090328485,-0.07271249717952583,-0.07476484202209553,-0.07895018856696136,0.17193959092224573,0.1707770972603064,0.1745967400985791,-0.011117635316763061,0.330168937432841,0.2996977091706464,0.3377008431452002,0.21231785475406645,-0.011605106951323364,-0.005519710494428206,-0.0067731263442816275,0.17070699020984687,0.16977830792195533,0.17248727233665276,0.1754487578906454,-0.025422635509911664,-0.025278331078487832,-0.02510140664116074,-0.025276486551371553,-0.08262681021145364,0.10298298081371085,-0.00584836424553472,0.15768186188540353,0.15768382252382446,0.15768257956144854,0.22057315319542248,0.22207259712728877,-0.03819033518542805,0.004548443211095232,0.006616058907386273,0.03275549770323096,-0.011643778099073238,0.002874146501119587,-0.0002790478683947412,-0.009005062911896636,0.22360695398319044
Stand_Plantas_Medicao_01,-0.08329998360507763,-0.06783951961358914,-0.015169490637595312,-0.0058725066952808195,0.0003625810271533785,,-0.03852380199166452,-0.041825924479731824,-0.044965724546925004,0.03206754950724362,0.03484590575718972,0.03722524147833034,0.03484590575718972,-0.004433709383934583,-0.0139317190676767,0.029925787633256783,0.018992294624776692,0.026416506831268362,0.037438702732689434,0.04524161968706932,-4.0969629969248955e-06,-0.002607182667816477,-0.002607337050238882,-0.0026064799258159713,0.021208874009137926,1.0,0.8024828926391655,0.28826467489951213,0.6289124668179253,-0.012338509822071339,-0.08640630697504022,-0.014744705744726675,-0.025279125862059163,-0.05165823355382072,-0.05820399066203895,-0.048144311375807956,-0.05683972198408498,-0.047181301860855784,-0.04253605985457954,-0.039878158898118354,-0.015547292850857946,-0.03034438990843705,-0.03247623926160469,-0.035976220180245225,-0.06250947726261555,0.013450206896815482,-0.002927731914078382,-0.0011305137650355608,0.009454085898535646,0.01449224535859502,0.015397079986418505,0.014491604186516516,-0.0009214440912527654,-0.0014943507547536296,-0.001506624344020321,-0.001306240966870849,-0.01743109934348918,-0.005305842244509869,0.02610102301212384,-0.04089752258561205,-0.040891854623303595,-0.04090279059416336,0.06766249267731295,0.06940175959443305,-0.024790294877195022,0.009789995406940928,0.0074495044521225426,-0.004260170777455164,0.0023714871601615466,0.00019474817424871313,-0.009843567383614726,-0.010756674151569194,0.0698276517348167
Stand_Plantas_Medicao_02,-0.07447263590727914,-0.062156971967172875,-0.017597723157817692,-0.008322791112803067,-0.00439404654203235,,-0.03234050016369039,-0.033481039330796394,-0.03719208604343124,0.03400572960929452,0.04420110914782909,0.04328179757534623,0.04420110914782909,-0.0013178231266841856,-0.006413301321162311,0.026976754833801467,0.025441662430387205,0.02253627374457849,0.03667465087573008,0.03329189410722726,-0.0047083970478242485,-0.0034800697771375532,-0.003480423838484172,-0.003479970661856347,0.008617968687737886,0.8024828926391655,1.0,0.3619615474952465,0.6921205506853869,-0.014901051149282888,-0.08250469706867185,-0.017952403275722603,-0.028900153557860474,-0.05331721775874238,-0.04666849300660381,-0.04160127733568274,-0.05090186994405881,-0.0373364057462379,-0.029714564232194558,-0.025632232168356816,-0.014939014364117676,-0.03395911259293254,-0.035908007851420724,-0.041257765926181265,-0.05641527642309953,0.01178012551299439,-0.0022740631997005115,-0.0012768355086795542,0.002483347280870602,0.005853564134723939,0.006812743119940661,0.006251331836216346,0.007881282882411642,0.00786972799915655,0.007678300210024408,0.00781324846941804,-0.016795285213704395,-0.010817695643945337,0.021341700570941726,-0.025811011895750063,-0.025806693520762643,-0.025814694756648437,0.05495912513957601,0.05722796810872269,-0.021773964772994554,0.014672833253008425,0.016555276095515697,-0.0034723918221133882,0.0049927938305169926,0.00014859502119349478,-0.0036212008515139585,-0.004956061058397627,0.05769037011001444
Stand_Plantas_Medicao_03,-0.015373926131803222,-0.012557000008069693,-0.00853919984703431,-0.004385100944992108,-0.003252459788436808,,0.025580919795845838,0.0250673714689285,0.02577107028855597,0.007140109624970324,0.007414500233866836,0.010249719846347788,0.007414500233866836,-0.0006159677244877749,-0.0017234932412212751,0.00870387135310108,-0.010925237829733958,-0.010807831292826144,-0.0037864620237387995,0.008487878894218624,-0.0013175113554825687,-0.0018023923310303853,-0.001802430595181782,-0.0018024110743736557,-0.0010483656562394928,0.28826467489951213,0.3619615474952465,1.0,0.9111973289921147,-0.003843957719655954,-0.02453360998653251,-0.00411866462191481,-0.007389634339649542,-0.023107100470707805,-0.01427313869616384,-0.022727257452822874,-0.02158292830060457,-0.01644428774672438,-0.015100742326555137,-0.012453795544283133,-0.0031804861871841438,-0.01901570561495687,-0.0183800325927492,-0.022225190053058848,-0.02583308035382036,0.0014790653769173312,-0.0009149787573396572,-0.0029154337585974932,-0.003079522509871259,-0.003254042847606783,-0.0014970412185828733,-0.0022949634061817654,-0.0006322254458057461,-0.0005646225450212024,-0.0011806753982130653,-0.0007893349809030176,0.0007291455081059125,-0.00561790372050238,0.007471727475727712,0.0006718063196195119,0.0006729725134303572,0.0006661879800869206,0.020084137349564102,0.020304757946017316,-0.008507495438038977,0.0007206302089692989,0.0002293505631623491,-0.0028594809930351274,-0.0003960544112530965,-0.0028952850428514295,-0.006285743502952834,-0.006360515838858735,0.02050426452435381
